condition,timepoint,c-Citrineperod,c-Citrineperodvar
"2% Glu,0.5 IPTG",756.2583333,1771.642787,4171.134344
"2% Glu,0.5 IPTG",766.9091667,1776.893697,4814.174644
"2% Glu,0.5 IPTG",777.5608333,1774.213386,4626.517522
"2% Glu,0.5 IPTG",788.2116667,1757.624222,3125.946458
"2% Glu,0.5 IPTG",798.8633333,1761.109188,3700.704009
"2% Glu,0.5 IPTG",809.5158333,1762.41678,4070.413147
"2% Glu,0.5 IPTG",820.1675,1767.541805,3850.807066
"2% Glu,0.5 IPTG",830.8183333,1752.784653,4407.392921
"2% Glu,0.5 IPTG",841.47,1752.99784,3812.49817
"2% Glu,0.5 IPTG",852.1216667,1748.542493,4989.232925
"2% Glu,0.5 IPTG",862.7725,1746.911971,4247.744818
"2% Glu,0.5 IPTG",873.4241667,1766.580723,4921.863462
"2% Glu,0.5 IPTG",884.075,1754.550749,4593.082569
"2% Glu,0.5 IPTG",894.7266667,1769.601357,4233.249842
"2% Glu,0.5 IPTG",905.3783333,1778.552167,2839.920133
"2% Glu,0.5 IPTG",916.0291667,1756.571181,3613.828442
"2% Glu,0.5 IPTG",926.6816667,1749.891988,2872.089934
"2% Glu,0.5 IPTG",937.3341667,1758.204131,2847.075742
"2% Glu,0.5 IPTG",947.9858333,1765.790114,4147.080353
"2% Glu,0.5 IPTG",958.6358333,1747.665821,3188.056727
"2% Glu,0.5 IPTG",969.2866667,1761.915102,3061.640943
"2% Glu,0.5 IPTG",979.9391667,1769.949743,2839.141141
"2% Glu,0.5 IPTG",990.59,1752.405695,2872.906275
"2% Glu,0.5 IPTG",1001.240833,1769.397703,3807.112846
"2% Glu,0.5 IPTG",1011.893333,1774.129321,3437.374772
"2% Glu,0.5 IPTG",1022.543333,1758.562565,2286.610673
"2% Glu,0.5 IPTG",1033.195,1770.582203,3690.183094
"2% Glu,0.5 IPTG",1043.846667,1778.585527,3175.90634
"2% Glu,0.5 IPTG",1054.4975,1771.091783,3644.056952
"2% Glu,0.5 IPTG",1065.15,1782.261929,3740.338424
"2% Glu,0.5 IPTG",1075.801667,1771.023853,2445.85084
"2% Glu,0.5 IPTG",1086.4525,1773.78648,3207.622616
"2% Glu,0.5 IPTG",1097.105,1791.705075,3820.597311
"2% Glu,0.5 IPTG",1107.755833,1783.322343,2470.202381
"2% Glu,0.5 IPTG",1118.4075,1788.207911,3024.683055
"2% Glu,0.5 IPTG",1129.0575,1780.590822,3371.128859
"2% Glu,0.5 IPTG",1139.71,1788.56083,5003.610439
"2% Glu,0.5 IPTG",1150.361667,1812.612602,3321.345066
"2% Glu,0.5 IPTG",1161.010833,1807.751344,4140.715361
"2% Glu,0.5 IPTG",1171.663333,1818.529061,4674.282924
"2% Glu,0.5 IPTG",1182.315,1827.404247,4503.712946
"2% Glu,0.5 IPTG",1192.9675,1828.48473,5133.064991
"2% Glu,0.5 IPTG",1203.619167,1838.436761,3523.126526
"2% Glu,0.5 IPTG",1214.27,1857.543347,3713.120304
"2% Glu,0.5 IPTG",1224.92,1859.385398,3883.888431
"2% Glu,0.5 IPTG",1235.571667,1871.513537,4093.147595
"2% Glu,0.5 IPTG",1246.2225,1870.469149,4562.35011
"2% Glu,0.5 IPTG",1256.875,1882.559563,4564.040464
"2% Glu,0.5 IPTG",1267.5275,1876.726054,4580.300519
"2% Glu,0.5 IPTG",1278.179167,1890.814258,3646.684975
"2% Glu,0.5 IPTG",1288.83,1878.701535,3227.99653
"2% Glu,0.5 IPTG",1299.480833,1877.812588,3046.392899
"2% Glu,0.5 IPTG",1310.133333,1872.124949,4656.551026
"2% Glu,0.5 IPTG",1320.785,1897.266708,3680.646881
"2% Glu,0.5 IPTG",1331.435,1915.083356,4163.708947
"2% Glu,0.5 IPTG",1342.0875,1923.381697,3899.557687
"2% Glu,0.5 IPTG",1352.736667,1922.199308,3437.490203
"2% Glu,0.5 IPTG",1363.39,1924.328264,3567.995539
"2% Glu,0.5 IPTG",1374.040833,1927.194954,3643.364378
"2% Glu,0.5 IPTG",1384.691667,1926.788118,4105.366603
"2% Glu,0.5 IPTG",1395.355833,1922.254289,4007.700872
"2% Glu,0.5 IPTG",1405.995,1936.584122,3909.900464
"2% Glu,1000 IPTG",0,1922.031896,18848.88437
"2% Glu,1000 IPTG",10.65916667,1767.159974,21302.93365
"2% Glu,1000 IPTG",21.31166667,1847.150686,13029.5845
"2% Glu,1000 IPTG",31.96166667,2371.877017,15932.69332
"2% Glu,1000 IPTG",42.61333333,2916.448706,7692.976067
"2% Glu,1000 IPTG",53.265,3490.413236,15668.3921
"2% Glu,1000 IPTG",63.91666667,4383.285769,15029.71423
"2% Glu,1000 IPTG",74.5675,5080.685329,22450.77521
"2% Glu,1000 IPTG",85.21916667,5995.614088,24389.54478
"2% Glu,1000 IPTG",95.87083333,6920.153443,36698.05601
"2% Glu,1000 IPTG",106.5216667,7725.586404,35818.3397
"2% Glu,1000 IPTG",117.1733333,8476.749878,32785.03625
"2% Glu,1000 IPTG",127.825,9166.218831,54407.20479
"2% Glu,1000 IPTG",138.4758333,9808.254477,25879.44653
"2% Glu,1000 IPTG",149.1275,10369.48152,35861.26308
"2% Glu,1000 IPTG",159.7791667,11079.53658,48439.85842
"2% Glu,1000 IPTG",170.4308333,11717.63522,55588.89578
"2% Glu,1000 IPTG",181.0825,12419.69866,89610.59799
"2% Glu,1000 IPTG",191.7333333,13191.65268,86322.12605
"2% Glu,1000 IPTG",202.3841667,13911.6734,75526.57313
"2% Glu,1000 IPTG",213.0358333,14790.5598,69085.73037
"2% Glu,1000 IPTG",223.6875,15667.61357,102201.7225
"2% Glu,1000 IPTG",234.3391667,16463.52207,98756.19934
"2% Glu,1000 IPTG",244.9908333,17403.39429,120980.7913
"2% Glu,1000 IPTG",255.6408333,18395.79394,110735.9007
"2% Glu,1000 IPTG",266.2925,19285.7222,126918.1747
"2% Glu,1000 IPTG",276.9441667,20352.48193,181178.6987
"2% Glu,1000 IPTG",287.5958333,21369.07549,165673.7384
"2% Glu,1000 IPTG",298.2466667,22245.29999,216039.8673
"2% Glu,1000 IPTG",308.8983333,23047.25474,199277.4597
"2% Glu,1000 IPTG",319.55,23882.07253,196032.9741
"2% Glu,1000 IPTG",330.2016667,24574.11426,264568.8554
"2% Glu,1000 IPTG",340.8525,25191.62316,304287.2733
"2% Glu,1000 IPTG",351.5041667,25706.58226,260776.149
"2% Glu,1000 IPTG",362.155,26310.567,328625.907
"2% Glu,1000 IPTG",372.8066667,26563.76707,350652.7809
"2% Glu,1000 IPTG",383.4583333,26838.87766,498486.0755
"2% Glu,1000 IPTG",394.11,27015.72623,451566.1344
"2% Glu,1000 IPTG",404.7616667,27542.76715,526815.4778
"2% Glu,1000 IPTG",415.4125,27891.06773,600898.3787
"2% Glu,1000 IPTG",426.0633333,28246.59383,575854.7787
"2% Glu,1000 IPTG",436.715,28843.9798,583993.5617
"2% Glu,1000 IPTG",447.3666667,28763.11254,536265.4891
"2% Glu,1000 IPTG",458.0183333,28775.27171,480604.2166
"2% Glu,1000 IPTG",468.6691667,28843.22309,491743.2527
"2% Glu,1000 IPTG",479.3208333,28644.33961,537314.7993
"2% Glu,1000 IPTG",489.9725,28513.96075,551388.5252
"2% Glu,1000 IPTG",500.6241667,28087.94729,469620.2015
"2% Glu,1000 IPTG",511.275,27586.42512,488946.692
"2% Glu,1000 IPTG",521.9266667,27126.12825,416594.6699
"2% Glu,1000 IPTG",532.5783333,26626.81596,394185.8567
"2% Glu,1000 IPTG",543.23,26028.56528,339096.0893
"2% Glu,1000 IPTG",553.8808333,25500.60806,318987.646
"2% Glu,1000 IPTG",564.5325,24949.71785,324842.4544
"2% Glu,1000 IPTG",575.1841667,24501.8808,259001.5924
"2% Glu,1000 IPTG",585.835,24128.1105,287645.0559
"2% Glu,1000 IPTG",596.4866667,23590.96508,229706.4555
"2% Glu,1000 IPTG",607.1375,23214.41254,220571.9257
"2% Glu,1000 IPTG",617.7891667,22842.11768,227805.4164
"2% Glu,1000 IPTG",628.4408333,22569.7966,183976.6664
"2% Glu,1000 IPTG",639.0925,22207.33684,180420.6803
"2% Glu,1000 IPTG",649.7441667,21943.90617,182687.7437
"2% Glu,1000 IPTG",660.395,21600.96261,177679.371
"2% Glu,1000 IPTG",671.0458333,21489.4958,186168.7651
"2% Glu,1000 IPTG",681.6975,21286.48952,180054.3631
"2% Glu,1000 IPTG",692.3608333,21118.39718,190919.5361
"2% Glu,1000 IPTG",703.0008333,20936.08331,166153.6411
"2% Glu,1000 IPTG",713.6525,20746.16416,164784.9695
"2% Glu,1000 IPTG",724.3033333,20555.7955,143654.3368
"2% Glu,1000 IPTG",734.955,20351.66992,177020.0265
"2% Glu,1000 IPTG",745.6066667,20272.29225,153954.5882
"2% Glu,1000 IPTG",756.2583333,20111.34712,161278.8228
"2% Glu,1000 IPTG",766.9091667,19923.55279,145135.3649
"2% Glu,1000 IPTG",777.5608333,19885.66946,164401.2755
"2% Glu,1000 IPTG",788.2116667,19740.01316,137478.0291
"2% Glu,1000 IPTG",798.8633333,19728.10934,153479.211
"2% Glu,1000 IPTG",809.5158333,19628.7183,123857.8001
"2% Glu,1000 IPTG",820.1675,19485.3856,127726.1921
"2% Glu,1000 IPTG",830.8183333,19408.73645,118291.594
"2% Glu,1000 IPTG",841.47,19377.67194,135966.3051
"2% Glu,1000 IPTG",852.1216667,19220.40297,136980.4853
"2% Glu,1000 IPTG",862.7725,19222.2582,141952.8344
"2% Glu,1000 IPTG",873.4241667,19216.35337,141558.193
"2% Glu,1000 IPTG",884.075,19186.32661,153224.0683
"2% Glu,1000 IPTG",894.7266667,19145.38902,133292.4776
"2% Glu,1000 IPTG",905.3783333,19214.4396,142764.0251
"2% Glu,1000 IPTG",916.0291667,18966.91326,144878.4424
"2% Glu,1000 IPTG",926.6816667,18895.85145,130980.2756
"2% Glu,1000 IPTG",937.3341667,18857.33033,150509.5789
"2% Glu,1000 IPTG",947.9858333,18825.61091,133524.0422
"2% Glu,1000 IPTG",958.6358333,18694.03655,140466.682
"2% Glu,1000 IPTG",969.2866667,18661.3919,143305.3767
"2% Glu,1000 IPTG",979.9391667,18675.76323,134827.6514
"2% Glu,1000 IPTG",990.59,18579.73513,124620.0411
"2% Glu,1000 IPTG",1001.240833,18450.30086,138382.6476
"2% Glu,1000 IPTG",1011.893333,18440.56485,148743.2753
"2% Glu,1000 IPTG",1022.543333,18512.34115,158190.3265
"2% Glu,1000 IPTG",1033.195,18490.54456,175228.5569
"2% Glu,1000 IPTG",1043.846667,18486.81683,196232.2232
"2% Glu,1000 IPTG",1054.4975,18319.64299,180053.7666
"2% Glu,1000 IPTG",1065.15,18282.70175,202661.3923
"2% Glu,1000 IPTG",1075.801667,18363.41401,215200.6036
"2% Glu,1000 IPTG",1086.4525,18344.01694,231094.5565
"2% Glu,1000 IPTG",1097.105,18382.98191,250968.8927
"2% Glu,1000 IPTG",1107.755833,18368.41046,213251.063
"2% Glu,1000 IPTG",1118.4075,18365.51295,176737.888
"2% Glu,1000 IPTG",1129.0575,18437.70657,168212.7805
"2% Glu,1000 IPTG",1139.71,18458.00774,126993.1243
"2% Glu,1000 IPTG",1150.361667,18440.42561,106387.4669
"2% Glu,1000 IPTG",1161.010833,18280.25731,97249.25248
"2% Glu,1000 IPTG",1171.663333,18214.04405,98657.62894
"2% Glu,1000 IPTG",1182.315,18111.33831,81955.32205
"2% Glu,1000 IPTG",1192.9675,18044.12433,95282.71606
"2% Glu,1000 IPTG",1203.619167,17998.28885,89239.65552
"2% Glu,1000 IPTG",1214.27,17931.09704,78041.96676
"2% Glu,1000 IPTG",1224.92,17826.51211,87441.45975
"2% Glu,1000 IPTG",1235.571667,17719.97285,72125.89821
"2% Glu,1000 IPTG",1246.2225,17520.17001,75401.76885
"2% Glu,1000 IPTG",1256.875,17467.81634,70164.10217
"2% Glu,1000 IPTG",1267.5275,17384.15532,88877.72517
"2% Glu,1000 IPTG",1278.179167,17317.34402,78587.62867
"2% Glu,1000 IPTG",1288.83,17187.39665,66274.24843
"2% Glu,1000 IPTG",1299.480833,17034.74189,79520.46678
"2% Glu,1000 IPTG",1310.133333,16946.83133,79282.18822
"2% Glu,1000 IPTG",1320.785,16924.09523,85659.84034
"2% Glu,1000 IPTG",1331.435,16953.46898,65249.0165
"2% Glu,1000 IPTG",1342.0875,16857.54341,79542.62362
"2% Glu,1000 IPTG",1352.736667,16847.53133,67350.31023
"2% Glu,1000 IPTG",1363.39,16693.2409,89815.09223
"2% Glu,1000 IPTG",1374.040833,16603.31253,70202.20791
"2% Glu,1000 IPTG",1384.691667,16580.89122,108353.7234
"2% Glu,1000 IPTG",1395.355833,16490.5078,94643.55741
"2% Glu,1000 IPTG",1405.995,16386.62295,91181.2651
"2% Glu,2.5 IPTG",0,1943.60183,39873.57185
"2% Glu,2.5 IPTG",10.65916667,1688.87831,38364.97061
"2% Glu,2.5 IPTG",21.31166667,1453.737928,37415.5361
"2% Glu,2.5 IPTG",31.96166667,1348.353223,29922.54288
"2% Glu,2.5 IPTG",42.61333333,1435.690641,24777.03411
"2% Glu,2.5 IPTG",53.265,1510.953664,22578.11359
"2% Glu,2.5 IPTG",63.91666667,1672.97797,16714.83901
"2% Glu,2.5 IPTG",74.5675,1842.292251,10175.18704
"2% Glu,2.5 IPTG",85.21916667,2104.564213,9663.847478
"2% Glu,2.5 IPTG",95.87083333,2310.585777,9648.273348
"2% Glu,2.5 IPTG",106.5216667,2525.197985,15782.58984
"2% Glu,2.5 IPTG",117.1733333,2762.381945,16592.66643
"2% Glu,2.5 IPTG",127.825,2921.929586,17161.81311
"2% Glu,2.5 IPTG",138.4758333,3113.586844,25013.24433
"2% Glu,2.5 IPTG",149.1275,3285.092134,21282.80897
"2% Glu,2.5 IPTG",159.7791667,3373.933932,24522.58711
"2% Glu,2.5 IPTG",170.4308333,3575.727933,23912.0667
"2% Glu,2.5 IPTG",181.0825,3755.318652,14631.41663
"2% Glu,2.5 IPTG",191.7333333,3908.71986,23479.1964
"2% Glu,2.5 IPTG",202.3841667,4104.531505,30236.23305
"2% Glu,2.5 IPTG",213.0358333,4271.276725,24587.36282
"2% Glu,2.5 IPTG",223.6875,4519.731282,26858.99313
"2% Glu,2.5 IPTG",234.3391667,4782.873807,35075.17305
"2% Glu,2.5 IPTG",244.9908333,5016.511329,44772.17021
"2% Glu,2.5 IPTG",255.6408333,5246.052081,45087.79226
"2% Glu,2.5 IPTG",266.2925,5563.915375,44603.93314
"2% Glu,2.5 IPTG",276.9441667,5843.523086,49455.13685
"2% Glu,2.5 IPTG",287.5958333,6144.004251,53573.49668
"2% Glu,2.5 IPTG",298.2466667,6436.310111,57233.46638
"2% Glu,2.5 IPTG",308.8983333,6683.623009,73431.98609
"2% Glu,2.5 IPTG",319.55,6941.631855,70437.16075
"2% Glu,2.5 IPTG",330.2016667,7160.057961,85093.0018
"2% Glu,2.5 IPTG",340.8525,7305.325804,87704.3804
"2% Glu,2.5 IPTG",351.5041667,7519.780631,89577.27162
"2% Glu,2.5 IPTG",362.155,7685.710891,86833.9
"2% Glu,2.5 IPTG",372.8066667,7817.247909,99177.29749
"2% Glu,2.5 IPTG",383.4583333,7939.008452,96730.5939
"2% Glu,2.5 IPTG",394.11,8076.984839,103333.9251
"2% Glu,2.5 IPTG",404.7616667,8223.110937,99576.76948
"2% Glu,2.5 IPTG",415.4125,8389.879952,107064.2411
"2% Glu,2.5 IPTG",426.0633333,8577.734972,132575.8388
"2% Glu,2.5 IPTG",436.715,8789.318812,128361.1606
"2% Glu,2.5 IPTG",447.3666667,8813.735982,123303.6441
"2% Glu,2.5 IPTG",458.0183333,8853.252617,155346.9609
"2% Glu,2.5 IPTG",468.6691667,8933.050313,139423.2134
"2% Glu,2.5 IPTG",479.3208333,8903.695573,155041.1231
"2% Glu,2.5 IPTG",489.9725,8825.551946,173542.9167
"2% Glu,2.5 IPTG",500.6241667,8738.53659,145470.7287
"2% Glu,2.5 IPTG",511.275,8584.315713,141377.3791
"2% Glu,2.5 IPTG",521.9266667,8452.101857,124622.1733
"2% Glu,2.5 IPTG",532.5783333,8324.297506,136931.9076
"2% Glu,2.5 IPTG",543.23,8154.257245,138198.1438
"2% Glu,2.5 IPTG",553.8808333,7985.487566,109468.0412
"2% Glu,2.5 IPTG",564.5325,7848.405629,110985.7456
"2% Glu,2.5 IPTG",575.1841667,7699.16231,114905.3591
"2% Glu,2.5 IPTG",585.835,7606.415184,107944.2772
"2% Glu,2.5 IPTG",596.4866667,7453.726279,104959.9682
"2% Glu,2.5 IPTG",607.1375,7343.623525,108432.2847
"2% Glu,2.5 IPTG",617.7891667,7251.094711,90779.12425
"2% Glu,2.5 IPTG",628.4408333,7123.516095,89903.36055
"2% Glu,2.5 IPTG",639.0925,7025.20111,92574.96165
"2% Glu,2.5 IPTG",649.7441667,6946.61142,88784.77878
"2% Glu,2.5 IPTG",660.395,6845.378651,93369.03883
"2% Glu,2.5 IPTG",671.0458333,6789.890664,85379.76292
"2% Glu,2.5 IPTG",681.6975,6742.308311,96351.83897
"2% Glu,2.5 IPTG",692.3608333,6705.209228,91027.45188
"2% Glu,2.5 IPTG",703.0008333,6641.858445,92239.19895
"2% Glu,2.5 IPTG",713.6525,6561.649269,74254.1661
"2% Glu,2.5 IPTG",724.3033333,6514.668755,89275.9571
"2% Glu,2.5 IPTG",734.955,6438.439334,90102.59794
"2% Glu,2.5 IPTG",745.6066667,6392.402777,90675.36299
"2% Glu,2.5 IPTG",756.2583333,6339.147179,76885.15975
"2% Glu,2.5 IPTG",766.9091667,6307.449136,83285.25373
"2% Glu,2.5 IPTG",777.5608333,6319.253107,81266.26359
"2% Glu,2.5 IPTG",788.2116667,6280.912597,84720.35842
"2% Glu,2.5 IPTG",798.8633333,6247.139952,82738.81705
"2% Glu,2.5 IPTG",809.5158333,6222.169819,83556.34922
"2% Glu,2.5 IPTG",820.1675,6177.625961,81645.76974
"2% Glu,2.5 IPTG",830.8183333,6158.299503,79750.48917
"2% Glu,2.5 IPTG",841.47,6202.286182,76734.39735
"2% Glu,2.5 IPTG",852.1216667,6085.490669,85717.22295
"2% Glu,2.5 IPTG",862.7725,6131.000063,78794.17091
"2% Glu,2.5 IPTG",873.4241667,6128.881209,83720.8282
"2% Glu,2.5 IPTG",884.075,6119.878313,85512.87248
"2% Glu,2.5 IPTG",894.7266667,6132.305449,74349.02358
"2% Glu,2.5 IPTG",905.3783333,6130.019562,81014.54347
"2% Glu,2.5 IPTG",916.0291667,6058.985404,81310.25785
"2% Glu,2.5 IPTG",926.6816667,6029.700372,73545.19219
"2% Glu,2.5 IPTG",937.3341667,6046.52517,90469.46574
"2% Glu,2.5 IPTG",947.9858333,6036.702597,92831.20872
"2% Glu,2.5 IPTG",958.6358333,5992.78756,78455.64746
"2% Glu,2.5 IPTG",969.2866667,5988.927473,86526.9199
"2% Glu,2.5 IPTG",979.9391667,5982.324538,80730.35821
"2% Glu,2.5 IPTG",990.59,5972.905016,82301.26982
"2% Glu,2.5 IPTG",1001.240833,5947.435028,87097.41757
"2% Glu,2.5 IPTG",1011.893333,5966.295883,91256.72838
"2% Glu,2.5 IPTG",1022.543333,5939.367049,85082.40845
"2% Glu,2.5 IPTG",1033.195,5936.346507,92828.03925
"2% Glu,2.5 IPTG",1043.846667,5951.330154,85920.14517
"2% Glu,2.5 IPTG",1054.4975,5877.288882,82770.21037
"2% Glu,2.5 IPTG",1065.15,5879.593466,88009.95635
"2% Glu,2.5 IPTG",1075.801667,5912.899847,83242.13387
"2% Glu,2.5 IPTG",1086.4525,5903.24733,87900.32886
"2% Glu,2.5 IPTG",1097.105,5894.18809,98898.8
"2% Glu,2.5 IPTG",1107.755833,5889.223113,111279.5197
"2% Glu,2.5 IPTG",1118.4075,5896.72546,108749.1795
"2% Glu,2.5 IPTG",1129.0575,5868.261715,116513.3824
"2% Glu,2.5 IPTG",1139.71,5857.79263,105173.6819
"2% Glu,2.5 IPTG",1150.361667,5883.219738,108181.3911
"2% Glu,2.5 IPTG",1161.010833,5851.503762,124619.356
"2% Glu,2.5 IPTG",1171.663333,5847.546112,114123.0174
"2% Glu,2.5 IPTG",1182.315,5874.823322,112307.0458
"2% Glu,2.5 IPTG",1192.9675,5855.282299,116181.382
"2% Glu,2.5 IPTG",1203.619167,5852.334461,115468.9146
"2% Glu,2.5 IPTG",1214.27,5871.985518,106595.6032
"2% Glu,2.5 IPTG",1224.92,5895.102271,104471.2134
"2% Glu,2.5 IPTG",1235.571667,5922.483022,95783.01624
"2% Glu,2.5 IPTG",1246.2225,5882.803022,92358.60021
"2% Glu,2.5 IPTG",1256.875,5870.363098,77298.57799
"2% Glu,2.5 IPTG",1267.5275,5859.892806,76864.77877
"2% Glu,2.5 IPTG",1278.179167,5873.698547,84920.86261
"2% Glu,2.5 IPTG",1288.83,5848.682354,82994.5682
"2% Glu,2.5 IPTG",1299.480833,5798.060605,77675.16644
"2% Glu,2.5 IPTG",1310.133333,5801.882559,78404.55447
"2% Glu,2.5 IPTG",1320.785,5827.564093,78125.39444
"2% Glu,2.5 IPTG",1331.435,5850.621862,79467.90824
"2% Glu,2.5 IPTG",1342.0875,5834.227286,65831.55995
"2% Glu,2.5 IPTG",1352.736667,5821.532328,65589.22681
"2% Glu,2.5 IPTG",1363.39,5761.99102,75482.05172
"2% Glu,2.5 IPTG",1374.040833,5759.921817,74096.14511
"2% Glu,2.5 IPTG",1384.691667,5751.042402,72407.43575
"2% Glu,2.5 IPTG",1395.355833,5727.741368,82801.357
"2% Glu,2.5 IPTG",1405.995,5714.835757,80249.40842
"2% Glu,50 IPTG",0,1872.682004,31985.10288
"2% Glu,50 IPTG",10.65916667,1832.376201,20644.12159
"2% Glu,50 IPTG",21.31166667,1868.84245,20932.67652
"2% Glu,50 IPTG",31.96166667,2333.849487,11143.35711
"2% Glu,50 IPTG",42.61333333,2717.512468,16028.12715
"2% Glu,50 IPTG",53.265,3271.588836,12524.26513
"2% Glu,50 IPTG",63.91666667,4152.265051,15634.60028
"2% Glu,50 IPTG",74.5675,4827.075577,15387.82005
"2% Glu,50 IPTG",85.21916667,5613.185004,18394.79142
"2% Glu,50 IPTG",95.87083333,6447.940597,21023.68461
"2% Glu,50 IPTG",106.5216667,7275.65315,36183.62698
"2% Glu,50 IPTG",117.1733333,8059.695281,47096.95399
"2% Glu,50 IPTG",127.825,8754.747407,31838.46271
"2% Glu,50 IPTG",138.4758333,9451.951539,50392.15223
"2% Glu,50 IPTG",149.1275,10188.55495,52143.50816
"2% Glu,50 IPTG",159.7791667,10911.70093,64884.22226
"2% Glu,50 IPTG",170.4308333,11501.74855,70776.69276
"2% Glu,50 IPTG",181.0825,12179.81394,87017.6979
"2% Glu,50 IPTG",191.7333333,12826.72693,64497.20997
"2% Glu,50 IPTG",202.3841667,13640.41134,86874.02817
"2% Glu,50 IPTG",213.0358333,14433.33668,103389.1018
"2% Glu,50 IPTG",223.6875,15282.10377,101595.7404
"2% Glu,50 IPTG",234.3391667,16212.2433,97837.11689
"2% Glu,50 IPTG",244.9908333,17090.18123,105020.5747
"2% Glu,50 IPTG",255.6408333,18033.47909,89376.53853
"2% Glu,50 IPTG",266.2925,19051.81805,152474.3387
"2% Glu,50 IPTG",276.9441667,20006.36076,128345.948
"2% Glu,50 IPTG",287.5958333,21047.8864,115375.9621
"2% Glu,50 IPTG",298.2466667,22000.62318,139515.3584
"2% Glu,50 IPTG",308.8983333,22848.45958,132944.475
"2% Glu,50 IPTG",319.55,23738.1693,133864.9978
"2% Glu,50 IPTG",330.2016667,24569.27136,194060.9649
"2% Glu,50 IPTG",340.8525,25342.74144,160257.2326
"2% Glu,50 IPTG",351.5041667,25943.3687,185420.4591
"2% Glu,50 IPTG",362.155,26620.10743,183733.627
"2% Glu,50 IPTG",372.8066667,26904.63674,251209.0104
"2% Glu,50 IPTG",383.4583333,27179.90792,217015.154
"2% Glu,50 IPTG",394.11,27407.92734,216515.5447
"2% Glu,50 IPTG",404.7616667,27805.44807,295373.0393
"2% Glu,50 IPTG",415.4125,28139.37103,311862.6773
"2% Glu,50 IPTG",426.0633333,28467.00566,398609.2286
"2% Glu,50 IPTG",436.715,28904.71966,321141.9222
"2% Glu,50 IPTG",447.3666667,28806.74792,370770.3672
"2% Glu,50 IPTG",458.0183333,28716.15156,387470.1861
"2% Glu,50 IPTG",468.6691667,28847.42242,383272.6965
"2% Glu,50 IPTG",479.3208333,28650.2633,327895.2739
"2% Glu,50 IPTG",489.9725,28349.93288,398076.1056
"2% Glu,50 IPTG",500.6241667,27831.34855,452122.0375
"2% Glu,50 IPTG",511.275,27311.95656,465086.1914
"2% Glu,50 IPTG",521.9266667,26775.09714,408637.5911
"2% Glu,50 IPTG",532.5783333,26270.88774,428709.825
"2% Glu,50 IPTG",543.23,25706.98848,342393.5098
"2% Glu,50 IPTG",553.8808333,25198.64787,375643.6258
"2% Glu,50 IPTG",564.5325,24554.32968,309926.1987
"2% Glu,50 IPTG",575.1841667,24078.47759,325747.3908
"2% Glu,50 IPTG",585.835,23692.9019,347088.8363
"2% Glu,50 IPTG",596.4866667,23146.30286,298703.7861
"2% Glu,50 IPTG",607.1375,22726.44199,313965.0741
"2% Glu,50 IPTG",617.7891667,22450.91151,324930.4407
"2% Glu,50 IPTG",628.4408333,22063.19362,293330.0057
"2% Glu,50 IPTG",639.0925,21730.76501,297713.8808
"2% Glu,50 IPTG",649.7441667,21474.89874,309531.3346
"2% Glu,50 IPTG",660.395,21127.17174,301744.4111
"2% Glu,50 IPTG",671.0458333,20977.2167,271581.9691
"2% Glu,50 IPTG",681.6975,20724.68582,262898.4029
"2% Glu,50 IPTG",692.3608333,20543.50267,276672.0238
"2% Glu,50 IPTG",703.0008333,20404.39266,232079.9737
"2% Glu,50 IPTG",713.6525,20166.21209,256957.5276
"2% Glu,50 IPTG",724.3033333,20008.0271,246011.3321
"2% Glu,50 IPTG",734.955,19818.42146,240573.8493
"2% Glu,50 IPTG",745.6066667,19681.11237,226255.2106
"2% Glu,50 IPTG",756.2583333,19560.77776,251762.515
"2% Glu,50 IPTG",766.9091667,19358.41653,256703.9212
"2% Glu,50 IPTG",777.5608333,19350.39507,253105.2116
"2% Glu,50 IPTG",788.2116667,19202.02572,236923.1426
"2% Glu,50 IPTG",798.8633333,19124.87026,280340.4309
"2% Glu,50 IPTG",809.5158333,19059.26315,242066.1653
"2% Glu,50 IPTG",820.1675,18929.92413,247419.4052
"2% Glu,50 IPTG",830.8183333,18841.06258,252236.9797
"2% Glu,50 IPTG",841.47,18849.48478,224490.975
"2% Glu,50 IPTG",852.1216667,18619.07771,273757.5704
"2% Glu,50 IPTG",862.7725,18686.56337,265143.061
"2% Glu,50 IPTG",873.4241667,18640.2266,267671.8808
"2% Glu,50 IPTG",884.075,18651.62886,231457.4826
"2% Glu,50 IPTG",894.7266667,18590.21593,216068.2644
"2% Glu,50 IPTG",905.3783333,18629.44973,262266.8619
"2% Glu,50 IPTG",916.0291667,18457.79015,234740.0611
"2% Glu,50 IPTG",926.6816667,18365.82785,261216.2114
"2% Glu,50 IPTG",937.3341667,18371.05073,270750.7956
"2% Glu,50 IPTG",947.9858333,18283.08489,255848.7125
"2% Glu,50 IPTG",958.6358333,18228.90098,254919.5058
"2% Glu,50 IPTG",969.2866667,18189.56871,245788.6185
"2% Glu,50 IPTG",979.9391667,18248.7159,242687.4816
"2% Glu,50 IPTG",990.59,18073.57378,261998.7769
"2% Glu,50 IPTG",1001.240833,17988.48122,257309.2499
"2% Glu,50 IPTG",1011.893333,18017.53968,263612.6655
"2% Glu,50 IPTG",1022.543333,17952.77688,281980.078
"2% Glu,50 IPTG",1033.195,17946.8668,308726.2462
"2% Glu,50 IPTG",1043.846667,17860.0679,290016.0133
